14,MANIPUR,275,Bishnupur,00000,Bishnupur,000000,0000,District - Bishnupur,Total,100,61.8,33,5.2,98.2,60.6,32.4,5.2,1.8,1.1,0.6,0,12.4,0.2,1.2,0.4,0.4,1.5,82,2,0,19.3,0.3,72,0.6,0.4,0.2,0.1,6.8,0.2,0,88,1.1,0.9,0.9,8.7,0.4,0.1,1.2,10.9,25.7,33.7,16.6,7.1,4.7,1.1,6,12.8,20.8,22,33,4.4,96.9,1.7,1.3,8.2,72.9,16.5,2.1,0.3,0.1,28.4,15.2,0.9,0.5,1.5,0.1,1.1,5.2,46.8,0.1,7.7,50.1,42.2,76.5,20.1,0.3,0.1,2.6,0.4,92.3,4.9,18.4,21.1,16.3,18.5,9.9,3,0.3,7.7,3,4.7,21.1,15.6,63.2,2.5,46.6,50.9,71,1.5,0.2,0.9,0.2,25.4,0.1,0.2,0.6,0.1,100,94.5,91.3,3.2,5.5,4.4,1,0.1,22.1,60,51.5,1.5,6.2,3.9,57.1,1.9,55.7,12.9,4.5,1.9,10.9,7.7,79.7,12.5,8.7,3.7,0.1
14,MANIPUR,275,Bishnupur,00000,Bishnupur,000000,0000,District - Bishnupur,Rural,100,59.4,34.7,5.9,98.4,58.4,34.2,5.9,1.6,1,0.5,0,14.6,0.2,1.6,0.6,0.3,1.5,80.2,0.9,0,20.2,0.2,74.7,0.3,0.3,0.2,0.1,3.8,0.1,0,92.3,1.4,0.7,1,4.3,0.2,0,1.3,11.3,25.5,34.5,16.4,7,4,1.1,5.7,12,20.2,22.5,34,4.4,98.4,0.8,0.8,7.5,72.4,17.6,2.1,0.3,0.1,17.6,15,0.4,0.5,2.2,0.1,1.5,6,56.7,0.1,2.3,50,47.7,70.9,26.6,0.3,0.1,1.8,0.2,91.1,3.3,14.1,22.4,19.2,17.5,10.3,4,0.2,8.9,3.1,5.8,19,14,67,2,46.3,51.6,79,1,0.2,0.6,0.1,18.7,0.1,0.1,0.2,0,100,93.4,90.8,2.6,6.6,5,1.6,0,20.9,58.8,47.9,1,5,3.6,54.1,2,55.3,11.5,3.4,1.2,12,4.5,80.7,14.7,10.4,4.4,0.1
14,MANIPUR,275,Bishnupur,00000,Bishnupur,000000,0000,District - Bishnupur,Urban,100,65.8,30.1,4.1,97.9,64.4,29.5,4.1,2.1,1.4,0.6,0.1,8.6,0.2,0.6,0,0.5,1.4,84.9,3.7,0.1,17.8,0.4,67.6,0.9,0.6,0.4,0.3,11.8,0.3,0.1,80.7,0.4,1.3,0.8,16.1,0.6,0.1,1.2,10.3,26.1,32.3,17,7.4,5.9,1.1,6.4,14.1,21.8,21,31.2,4.3,94.5,3.3,2.2,9.4,73.8,14.6,1.9,0.2,0.1,46.7,15.6,1.9,0.7,0.4,0,0.4,3.8,30.1,0.2,16.8,50.4,32.8,86,9.2,0.4,0.1,3.8,0.6,94.4,7.4,25.6,19,11.4,20.1,9.2,1.2,0.4,5.6,2.8,2.8,24.7,18.5,56.8,3.4,47,49.6,57.4,2.2,0.3,1.5,0.3,36.6,0,0.5,1.2,0.1,100,96.3,92.2,4.1,3.6,3.5,0.2,0.1,24.2,62,57.8,2.3,8.2,4.3,62.2,1.7,56.5,15.2,6.3,3.1,9.1,13.2,78,8.6,6,2.7,0.1
14,MANIPUR,275,Bishnupur,01873,Nambol,000000,0000,Sub-Dist - Nambol,Total,100,61.8,33.5,4.7,99,61.3,33,4.7,1,0.5,0.5,0,6.6,0.3,3.4,0.8,0.7,1.7,84,2.5,0,18.7,0.3,69.5,0.7,0.8,0.3,0.2,9.2,0.2,0.1,87,0.1,1.5,1.4,9.3,0.5,0.1,0.8,10.6,29.3,34.3,15.4,5.9,3.7,1.2,5.7,13.3,22.6,23.4,30.3,3.6,98.2,0.9,0.9,7.2,73.4,17.1,2,0.2,0,28,21.5,1,0.2,1.3,0,0.8,1.3,45.9,0.1,2.8,48,49.2,60.1,32,0.6,0.1,6.8,0.4,94.3,5.9,19.4,18.9,20.7,13.6,11.8,3.6,0.5,5.7,3.2,2.5,21.5,12.8,65.6,2.7,50.9,46.4,74.4,1.1,0.4,0.3,0.2,21.7,0.1,0.1,1.7,0.1,100,94.8,91.6,3.2,5.1,4.1,1,0.1,21.2,66.6,57.3,1.8,4.9,4.1,60.6,1.7,67.7,20.6,5.6,2.3,8.4,10.7,82.4,6.8,4.5,2.3,0.1
14,MANIPUR,275,Bishnupur,01873,Nambol,000000,0000,Sub-Dist - Nambol,Rural,100,63.6,30.6,5.8,99.1,63.2,30.2,5.7,0.9,0.5,0.4,0,6,0.2,5.1,1.4,0.5,2.2,82.8,1.8,0,20.3,0.2,71.3,0.4,0.7,0.2,0.1,6.6,0.1,0.1,91,0.1,0.6,1.3,6.5,0.5,0.1,0.5,11,30.6,33.5,15.1,6.1,3.2,1.3,4.9,12.1,22.4,23.7,31.7,3.8,99,0.5,0.5,6.7,73.4,17.7,2,0.2,0,27.7,16.2,0.2,0.2,1.4,0,1.3,0.3,52.5,0.1,1.5,43,55.6,53.3,42,0.3,0.1,4,0.3,94.9,2.7,17.2,15.6,27,11.3,16.1,4.9,0.2,5.1,3.1,2,24.4,10.3,65.2,1.9,59.9,38.2,78.9,0.5,0.1,0.3,0,19.4,0.1,0.1,0.6,0,100,93.9,92.3,1.6,6,4.7,1.4,0,18.3,63.1,55.2,1.1,3.2,3.6,56.8,1.5,65.6,19.2,4.7,1.7,9.9,7.7,86.1,6.2,4.1,2.1,0.1
14,MANIPUR,275,Bishnupur,01873,Nambol,000000,0000,Sub-Dist - Nambol,Urban,100,59,37.8,3.2,98.8,58.5,37.1,3.2,1.2,0.5,0.7,0,7.5,0.4,1,0.1,0.9,0.9,85.8,3.5,0,16.2,0.4,66.8,1.1,1,0.5,0.3,13.1,0.3,0.2,81.1,0.2,2.8,1.6,13.6,0.5,0.3,1.2,10,27.5,35.4,15.8,5.7,4.3,1.1,6.8,14.9,22.7,22.9,28.2,3.3,97.1,1.6,1.3,8,73.4,16.4,1.9,0.2,0,28.3,29.3,2.3,0.2,1.1,0,0.1,2.7,36,0.1,4.7,55.6,39.7,70.3,17.2,0.9,0.2,10.9,0.6,93.5,10.6,22.7,24,11.3,17,5.3,1.7,0.8,6.5,3.4,3.1,17.2,16.5,66.3,3.9,37.5,58.6,67.5,2.1,0.7,0.5,0.6,25.1,0.1,0,3.2,0.1,100,96.1,90.7,5.5,3.7,3.4,0.3,0.1,25.4,71.7,60.5,2.8,7.4,4.8,66.3,2,70.8,22.7,7,3.2,6.3,15.2,76.8,7.8,5.2,2.6,0.2
14,MANIPUR,275,Bishnupur,01874,Bishnupur,000000,0000,Sub-Dist - Bishnupur,Total,100,68.8,26.6,4.6,98.5,68,26,4.6,1.5,0.8,0.6,0,7.6,0.2,0.6,0.1,0.4,1.7,86.6,2.8,0.1,11.5,0.3,75.7,1,0.6,0.3,0.2,10,0.3,0,82.3,0.4,0.8,1,15,0.5,0,1.3,11,27.1,33.5,16.2,6.8,4.1,1.4,7,13.9,22.8,22.8,29.6,2.7,95.6,2.4,2,9,75.5,14,1.4,0.1,0,41.5,19.5,1.5,0.7,0,0,1.9,3,31.9,0,18.2,40,41.8,89.8,9.7,0.2,0.1,0.1,0.1,95.4,6,27.8,22.2,15.7,17.2,4.3,2.1,0.1,4.6,2.8,1.8,24,18.1,57.9,2.4,63,34.5,61,1.8,0.1,1.7,0.2,34.5,0.1,0.4,0.1,0.1,100,96.1,92.7,3.4,3.8,2.9,0.9,0.1,23.4,55.3,54.4,1.4,7.4,3,56.8,1.7,44.1,12.3,5.8,2.3,13.4,11.4,80.7,7.8,6.3,1.5,0.1
14,MANIPUR,275,Bishnupur,01874,Bishnupur,000000,0000,Sub-Dist - Bishnupur,Rural,100,69.3,25.2,5.5,99.1,68.9,24.7,5.5,0.9,0.4,0.5,0.1,8.8,0.2,0.7,0.1,0.3,1,87.4,1.4,0.1,11.6,0.1,80.8,0.7,0.3,0.3,0.1,5.7,0.3,0,91.2,0.2,1,1.1,6.2,0.3,0,1.2,10.1,28.2,35.2,15.7,6.5,3.1,1.2,6.5,13.2,21.6,23.9,31,2.7,98.7,0.6,0.7,7.8,75.3,15.4,1.4,0.1,0,18.3,28.7,0.6,0.2,0,0,2.2,1.3,48.7,0,3.3,40.5,56.2,86.3,13.3,0.2,0,0.1,0.1,95,3.5,20.8,22.7,18.3,19.2,6.9,3.6,0.1,5,3.5,1.5,18.7,17.9,63.4,1.6,57.5,40.9,71.6,1,0.1,1.1,0,25.9,0.1,0.1,0.1,0,100,95.3,94.2,1.1,4.7,3.3,1.4,0,18.6,54,50.1,0.8,4.7,1.5,52.8,1.7,47.7,10.9,3.9,1.1,15.5,6.8,84.1,9,7.2,1.9,0.1
14,MANIPUR,275,Bishnupur,01874,Bishnupur,000000,0000,Sub-Dist - Bishnupur,Urban,100,68.1,28.6,3.3,97.8,66.6,27.9,3.2,2.2,1.5,0.7,0,5.8,0.1,0.5,0,0.4,2.6,85.5,4.8,0.1,11.5,0.5,68.2,1.5,0.9,0.2,0.4,16.5,0.3,0,69.1,0.7,0.6,0.8,28.1,0.8,0,1.6,12.3,25.5,31,16.9,7.2,5.5,1.6,7.7,14.9,24.6,21.1,27.4,2.7,91.1,5,3.9,10.7,75.7,12,1.4,0.1,0,76,5.9,3,1.3,0.1,0,1.3,5.4,6.8,0.1,40.5,39.2,20.3,95.1,4.4,0.1,0.2,0,0.1,96,9.8,38.2,21.4,11.7,14.1,0.6,0,0.1,4,1.8,2.3,32,18.3,49.8,3.6,71.3,25,45.3,2.9,0.2,2.5,0.4,47.4,0.1,1,0.1,0.2,100,97.4,90.6,6.7,2.5,2.4,0.1,0.2,30.6,57.2,60.7,2.3,11.4,5.2,62.9,1.6,38.7,14.4,8.7,4.1,10.3,18.3,75.7,5.9,5.1,0.8,0.1
14,MANIPUR,275,Bishnupur,01875,Moirang,000000,0000,Sub-Dist - Moirang,Total,100,57.5,36.6,5.9,97.6,55.7,36,5.9,2.4,1.7,0.6,0,18.7,0.1,0.3,0.3,0.2,1.3,77.9,1.2,0,24.5,0.3,71.3,0.2,0.1,0.2,0.1,3.3,0.1,0,92.1,2,0.6,0.6,4.4,0.2,0,1.4,11,22.7,33.4,17.6,8.1,5.8,0.9,5.6,11.8,18.5,20.7,36.7,5.8,96.9,1.9,1.2,8.3,71,17.6,2.5,0.4,0.1,20.7,8.9,0.5,0.7,2.6,0.1,0.8,8.9,56.5,0.2,4.2,57.6,38.2,78.3,19.3,0.3,0.1,1.6,0.5,89.2,3.5,12,21.8,14.1,22.3,12.2,3.1,0.3,10.8,3,7.8,19.1,15.9,65,2.5,33.8,63.6,75,1.5,0.2,0.8,0.1,22,0,0.2,0.2,0.1,100,93.2,90.2,3,6.7,5.5,1.2,0.1,21.9,59,46.3,1.4,6.2,4.3,55.1,2.1,55.7,8.5,3,1.4,10.9,3.7,77.5,18.7,12.8,6,0
14,MANIPUR,275,Bishnupur,01875,Moirang,000000,0000,Sub-Dist - Moirang,Rural,100,51.6,42.2,6.2,97.7,49.9,41.6,6.2,2.3,1.7,0.6,0,22.5,0.1,0.3,0.5,0.1,1.5,74.8,0.2,0,25,0.3,73.1,0.1,0.1,0.1,0,1.2,0,0,93.7,2.9,0.6,0.7,2,0.1,0,1.8,12,21.3,34.6,17.6,7.8,5,1,5.7,11.2,18.2,21.2,37,5.7,97.8,1.1,1,7.7,70.2,18.8,2.6,0.5,0.1,11.6,6.8,0.4,0.8,3.8,0.2,1.2,11.7,63.5,0.1,2.2,59,38.8,72,25.6,0.4,0.2,1.6,0.2,86.8,3.6,8.7,25.9,15.5,20,9,3.7,0.3,13.2,2.9,10.2,16.2,13.7,70.1,2.4,32.7,65,83.2,1.4,0.3,0.4,0.1,14.3,0,0.1,0.1,0.1,100,92,88.1,3.9,7.9,6.1,1.8,0.1,23.6,59.2,42.6,1.2,6.1,4.8,53.3,2.4,53.9,7.6,2.4,0.9,11.3,1.5,75.9,22.6,15.6,7,0
14,MANIPUR,275,Bishnupur,01875,Moirang,000000,0000,Sub-Dist - Moirang,Urban,100,69,25.7,5.4,97.4,67,25.1,5.3,2.6,1.9,0.5,0.1,11.3,0.1,0.4,0,0.3,1,83.9,3.1,0,23.4,0.2,67.7,0.3,0.1,0.4,0.1,7.4,0.2,0,88.9,0.4,0.7,0.3,9.2,0.5,0,0.8,8.9,25.5,31.1,17.8,8.7,7.2,0.8,5.2,13,19.1,19.7,36.2,6,95.2,3.3,1.5,9.4,72.6,15.2,2.3,0.4,0.1,38.6,13,0.8,0.5,0.2,0,0.1,3.5,42.9,0.5,8.1,54.9,37,90.5,6.9,0.1,0,1.5,0.9,93.9,3.3,18.4,13.9,11.3,26.7,18.3,1.7,0.2,6.1,3.1,3,24.7,20.1,55.2,2.8,36.2,61,58.9,1.6,0.1,1.4,0,36.9,0,0.4,0.4,0,100,95.6,94.4,1.2,4.3,4.3,0,0,18.7,58.7,53.7,1.9,6.3,3.3,58.8,1.5,59.3,10.3,4.2,2.3,10.1,8.1,80.6,11.2,7.2,4,0
14,MANIPUR,276,Thoubal,00000,Thoubal,000000,0000,District - Thoubal,Total,100,63.5,31.1,5.4,98.2,62.5,30.5,5.3,1.8,1.1,0.6,0.1,17.3,0.1,0.6,0,0.3,1.1,79,1.4,0.1,20.1,0.2,71.3,0.6,0.3,0.5,0.1,6.4,0.1,0.3,92.3,0.1,1.2,0.6,5.5,0.2,0,2,13.7,30.1,33.3,13.3,4.7,2.8,1.4,6.2,13.8,22.3,22.3,30.3,3.6,97.8,1,1.2,7.7,76.7,14.1,1.3,0.2,0,13.2,2.5,0.6,1.5,11.2,0.4,0.5,28.2,40.1,1.9,4.7,53.1,42.2,58,37.2,0.2,0.3,3.9,0.5,92.6,3.9,17.8,19.6,18.1,17.5,11.1,4,0.6,7.4,2.2,5.2,20,14.8,65.1,2.8,49.6,47.6,76.9,1.9,0.3,0.4,0.1,18.8,0,0.2,1.4,0.1,100,91.5,89.7,1.8,8.5,7.6,0.9,0.1,19.1,60.2,40.9,1,5,3.1,51.8,1.7,67,13.6,3.7,1.4,11.1,7.4,74.9,17.3,12.4,4.9,0.4
14,MANIPUR,276,Thoubal,00000,Thoubal,000000,0000,District - Thoubal,Rural,100,61,33.5,5.5,98.4,60.1,32.9,5.4,1.6,0.9,0.6,0.1,22,0.1,0.6,0,0.2,0.9,75.5,0.6,0,23.4,0.2,70,0.5,0.2,0.4,0.1,4.6,0.1,0.5,95.1,0.1,0.7,0.4,3.5,0.1,0,2.4,13.5,29.3,34.2,13.3,4.7,2.6,1.4,6.5,13.8,21.2,22.3,31.1,3.6,98.1,0.7,1.2,7.2,77.7,13.7,1.2,0.1,0,8.6,1.1,0.6,1.1,12.7,0.2,0.5,28.1,46.9,0.2,2.6,56.4,41,51.5,45.4,0.2,0.3,2.1,0.4,91.7,3.8,13.4,22,17.9,20.4,10.6,2.9,0.7,8.3,2.1,6.2,16,12.9,71.1,2.9,42.9,54.1,85.2,2.2,0.4,0.2,0.1,10.7,0,0.1,1.1,0,100,88.8,87,1.8,11.1,9.9,1.2,0,14.6,59.6,35.1,0.9,4.3,2.5,48,1.4,66.2,10.8,2.7,0.9,12.7,5.4,72.2,21.9,15.2,6.7,0.5
14,MANIPUR,276,Thoubal,00000,Thoubal,000000,0000,District - Thoubal,Urban,100,68.1,26.8,5.2,97.9,66.7,26.1,5.1,2.1,1.3,0.7,0.1,9,0.1,0.6,0.1,0.4,1.5,85.2,2.9,0.1,14.3,0.2,73.6,0.7,0.5,0.7,0.3,9.5,0.2,0,87.3,0.1,2.1,1.1,9,0.3,0,1.4,14,31.5,31.8,13.2,4.8,3.2,1.3,5.6,13.8,24.3,22.4,29,3.5,97.1,1.6,1.3,8.6,74.8,14.9,1.4,0.2,0,21.4,5,0.7,2.1,8.3,0.7,0.5,28.4,27.9,5,8.4,47.4,44.2,69.7,22.5,0.2,0.2,6.9,0.5,94.1,4.1,25.8,15.2,18.5,12.5,11.9,5.9,0.3,5.9,2.4,3.5,27.3,18.3,54.4,2.7,61.4,35.9,62,1.5,0.1,0.8,0.1,33.2,0,0.2,1.9,0.1,100,96.2,94.5,1.7,3.7,3.4,0.3,0.1,27.1,61.2,51.3,1.3,6.1,4.3,58.5,2.2,68.3,18.6,5.4,2.3,8.1,11.1,79.8,9,7.4,1.6,0.1
14,MANIPUR,276,Thoubal,01876,Lilong,000000,0000,Sub-Dist - Lilong,Total,100,59.9,33.3,6.8,97.6,58.9,32.3,6.5,2.4,1,1,0.4,10.8,0.1,0.6,0,0.2,0.9,86.1,1.1,0.2,9.7,0.2,83.3,0.1,0.2,0.2,0.2,4.9,0.1,1.1,94.4,0.2,0.6,0.6,4,0.3,0,3.1,17.7,29.6,28.1,12.9,4.8,3.8,1,5.2,10.8,15.6,18.1,40.3,8.9,98.4,0.9,0.7,9.3,79.1,10.3,1.2,0.1,0,16.5,0.9,0.3,0.1,7.2,0.1,0.1,39.8,34.8,0.2,6.4,66.4,27.1,47.8,51.4,0.2,0.1,0.2,0.3,91.7,2.5,10.3,23.7,18.4,20.2,11.6,4.6,0.4,8.3,2.3,6,22.7,16.3,61,2.2,29.1,68.7,87.9,3.4,0.4,0.1,0,7.9,0,0.2,0,0,100,91.7,90.3,1.3,8.3,7.2,1.1,0,23.6,45.5,25.6,0.6,4.7,2.2,57.7,1.7,54.8,14.2,3.1,0.8,16.1,5.6,82.4,10.7,9,1.7,1.3
14,MANIPUR,276,Thoubal,01876,Lilong,000000,0000,Sub-Dist - Lilong,Rural,100,55.4,37.1,7.5,97.4,54.3,36,7.1,2.6,1.1,1.1,0.4,14.5,0.1,0.5,0,0.2,0.5,83.6,0.5,0.1,12.3,0.1,82.6,0.1,0.2,0.2,0,2.8,0.2,1.5,96.1,0.1,0.7,0.3,2.7,0.1,0,3.4,18.4,28.6,29,12.7,4.6,3.4,0.8,5.6,11.9,16,18.5,39,8.3,98.9,0.4,0.7,7.7,79.9,11,1.2,0.1,0,13.4,1.1,0.3,0.1,4.9,0.2,0,53.9,26,0,1.9,66.4,31.6,40.4,59,0.1,0.1,0.2,0.2,89.8,3.1,7.8,23.4,19.4,16.7,14.7,4.4,0.5,10.2,3,7.2,20.8,12.7,66.5,1.4,29.7,68.9,90.1,4.1,0.5,0,0,5,0,0.2,0,0,100,88.6,86.9,1.7,11.3,9.9,1.5,0,17.2,46.2,23,0.6,4.5,2,49.2,1.7,55.6,10.6,2.4,0.6,19.1,3.3,80.8,14.3,11.9,2.4,1.6
14,MANIPUR,276,Thoubal,01876,Lilong,000000,0000,Sub-Dist - Lilong,Urban,100,69.7,25,5.3,98.1,68.8,24.2,5.1,1.9,0.9,0.8,0.2,2.8,0.1,0.8,0,0.1,1.8,91.5,2.4,0.5,4,0.4,84.7,0.2,0.2,0.2,0.6,9.5,0,0.2,90.6,0.4,0.5,1.2,6.8,0.5,0,2.3,16.3,31.9,26.3,13.3,5.2,4.7,1.4,4.5,8.7,14.8,17.2,43.1,10.3,97.4,2.1,0.5,12.6,77.4,8.8,1.1,0.1,0,23.3,0.4,0.4,0,12,0,0.2,9.4,53.7,0.6,16.3,66.4,17.4,64,34.9,0.2,0,0.3,0.5,95.6,1.2,15.8,24.5,16.3,27.7,5,5,0.1,4.4,0.9,3.5,26.9,24.1,49,4,27.7,68.2,83.1,2,0.2,0.3,0,14.1,0.1,0.1,0,0.1,100,98.2,97.7,0.5,1.7,1.5,0.2,0.1,37.3,43.9,31.2,0.6,5.2,2.6,76,1.8,53,22,4.7,1.1,9.6,10.6,85.9,2.9,2.7,0.2,0.6
14,MANIPUR,276,Thoubal,01877,Thoubal,000000,0000,Sub-Dist - Thoubal,Total,100,67.1,27.8,5.1,98.1,65.8,27.3,5,1.9,1.3,0.5,0.1,17,0.1,0.4,0,0.3,1.1,79.9,1.2,0,28.3,0.2,61.7,1,0.4,0.6,0.1,7.4,0.1,0.2,91.7,0.1,1.3,0.8,5.9,0.2,0,2.4,12.8,30.5,34,12.9,4.5,2.9,1.5,6.4,14.3,23.4,23.4,28.6,2.4,97.6,1,1.5,7.3,75.9,15.2,1.5,0.2,0,8.6,1.4,0.8,2.8,8.5,0.2,1,31.7,44.4,0.5,2.7,45.8,51.5,65.1,33.6,0.2,0.2,0.3,0.6,91.9,3.6,19.6,17.7,18.4,18.7,10.3,3.2,0.4,8.1,2.1,6,20.5,15.8,63.6,2.2,47.2,50.6,77.3,2.1,0.3,0.1,0.1,19.7,0.1,0.2,0.1,0.1,100,91.1,89,2.1,8.9,8.1,0.7,0.1,19.1,64.9,43.3,1.2,5.2,3.9,50.2,1.6,69.9,15.1,4,1.6,10,8.5,74.4,16.9,10.4,6.5,0.2
14,MANIPUR,276,Thoubal,01877,Thoubal,000000,0000,Sub-Dist - Thoubal,Rural,100,65.5,29.3,5.3,98.4,64.4,28.8,5.2,1.6,1.1,0.5,0.1,22.3,0.1,0.3,0,0.3,0.8,75.8,0.5,0,32,0.1,59.8,0.9,0.2,0.2,0.1,6.3,0.1,0.3,94.8,0.1,0.7,0.3,3.9,0.1,0,3.3,13.6,30.9,34,12,3.9,2.4,1.6,6.4,14.3,22.3,23.6,29.3,2.5,97.9,0.8,1.3,7,76.7,14.7,1.4,0.1,0,5.7,0.7,0.8,1.9,10.2,0.2,1.1,24.8,54.6,0.1,1.1,45.5,53.4,57.4,41.1,0.2,0.3,0.4,0.6,91.6,3.3,15.5,19,18.2,24.8,8.3,2.1,0.4,8.4,2.1,6.4,13.4,14,72.6,2,43.5,54.4,84.3,2,0.3,0.1,0.1,12.7,0.1,0.2,0.1,0.1,100,89,86.8,2.2,11,9.8,1.2,0.1,15.3,62.7,37.3,1,4.2,3.1,46.9,1.3,70.9,12.3,2.9,1,11.4,6.8,70.7,22.2,13.2,8.9,0.3
14,MANIPUR,276,Thoubal,01877,Thoubal,000000,0000,Sub-Dist - Thoubal,Urban,100,69.9,25.4,4.7,97.8,68.3,24.9,4.6,2.2,1.6,0.6,0.1,7.9,0.1,0.7,0.1,0.4,1.6,86.9,2.4,0,22,0.3,65,1.1,0.7,1.1,0.2,9.2,0.2,0,86.3,0.1,2.3,1.6,9.2,0.4,0,1,11.6,29.8,33.8,14.5,5.5,3.7,1.2,6.4,14.4,25.2,23.1,27.3,2.4,97,1.3,1.7,7.6,74.4,16,1.7,0.2,0,13.8,2.7,0.9,4.3,5.7,0,0.9,43.6,27,1.1,5.5,46.3,48.2,78.4,20.6,0.2,0.1,0,0.7,92.4,4,26.6,15.4,18.8,8.3,13.6,5.1,0.5,7.6,2.1,5.5,32.8,18.9,48.3,2.6,53.4,44,65.3,2.2,0.2,0.1,0,31.7,0,0.3,0.1,0.1,100,94.7,92.8,1.9,5.3,5.2,0,0.1,25.7,68.7,53.6,1.5,6.9,5.4,55.9,2.2,68.3,20,6,2.7,7.6,11.4,80.7,7.9,5.4,2.4,0
14,MANIPUR,276,Thoubal,01878,Kakching,000000,0000,Sub-Dist - Kakching,Total,100,60.3,34.6,5.1,98.6,59.6,34.1,5,1.4,0.8,0.5,0.1,21.5,0.1,0.9,0,0.4,1.3,73.9,1.9,0,14,0.1,78.7,0.2,0.3,0.6,0.1,5.8,0.1,0,92.2,0.1,1.4,0.5,5.8,0.1,0,0.9,12.8,29.8,35.3,14,5.1,2.2,1.5,6.5,14.7,24.3,23.2,27.3,2.4,97.7,1.1,1.1,7.4,76.6,14.8,1.1,0.1,0,18,4.9,0.5,0.3,17.2,0.8,0.1,16.7,36.7,4.8,6.6,56.5,37,53.4,34.6,0.2,0.4,11.1,0.3,94,5.3,19.4,20,17.5,14.4,11.9,4.8,0.8,6,2.3,3.7,17.9,12.5,69.6,4,64.4,31.6,70.2,0.9,0.2,1,0.1,23.3,0,0.1,4.1,0,100,92,90.3,1.6,8,7,1,0,16.5,61.4,45.8,1,4.8,2.5,50.7,1.7,69.5,11,3.5,1.4,9.9,6.9,71.6,21.5,17.3,4.2,0.1
14,MANIPUR,276,Thoubal,01878,Kakching,000000,0000,Sub-Dist - Kakching,Rural,100,57.9,37.5,4.6,98.9,57.2,37.1,4.6,1.1,0.6,0.4,0.1,26.2,0.1,1.1,0,0.2,1.3,70.4,0.7,0,17.7,0.2,77.4,0.1,0.3,0.8,0,3.4,0.1,0,95.1,0.1,0.7,0.5,3.5,0.1,0,0.5,10.6,27.4,37.5,15.5,5.9,2.5,1.6,7.3,14.3,22.5,22.8,28.9,2.6,98,0.8,1.2,6.9,77.9,14,1,0.1,0,10,1.6,0.5,0.5,21.1,0.2,0.1,17.7,48.2,0.3,5.1,66.2,28.7,49.7,43.5,0.3,0.5,5.9,0.3,92.9,5,13.6,25.6,16.6,16.1,11.4,3.3,1.3,7.1,1.6,5.4,16.9,11.3,71.7,5.1,50,44.9,83.5,1.2,0.4,0.4,0,11,0,0,3.3,0,100,88.7,87.3,1.4,11.3,10.1,1.2,0,11.9,63.1,39.1,0.9,4.4,2,48.9,1.3,65.9,8.7,2.7,0.9,10.9,4.5,69.3,26.1,20.1,6.1,0.1
14,MANIPUR,276,Thoubal,01878,Kakching,000000,0000,Sub-Dist - Kakching,Urban,100,64.6,29.6,5.8,98.1,63.5,28.9,5.8,1.9,1.1,0.7,0.1,13.5,0,0.5,0,0.7,1.3,79.9,4,0.1,7.8,0.1,80.9,0.3,0.3,0.3,0.2,9.9,0.3,0,87.2,0.1,2.5,0.3,9.7,0.2,0,1.5,16.6,33.8,31.5,11.3,3.6,1.8,1.4,5.1,15.5,27.4,23.9,24.7,2.1,97.2,1.7,1,8.2,74.2,16.1,1.3,0.2,0,31.6,10.6,0.4,0,10.5,1.9,0.1,15.1,17,12.6,9,39.9,51.1,59.7,19.4,0.1,0.3,20.1,0.3,95.9,5.6,29.3,10.4,19,11.4,12.8,7.3,0,4.1,3.5,0.6,19.5,14.6,65.9,2.1,88.9,8.9,47.4,0.4,0,2.1,0.1,44.3,0,0.1,5.6,0,100,97.5,95.5,2,2.4,1.8,0.6,0,24.3,58.4,57.4,1.4,5.5,3.5,53.9,2.3,75.6,14.9,4.7,2.3,8.2,10.9,75.5,13.5,12.5,1,0.1
14,MANIPUR,277,Imphal West,00000,Imphal West,000000,0000,District - Imphal West,Total,100,63.8,31.5,4.7,98,62.7,30.7,4.6,2,1.1,0.8,0.1,4.1,0.1,0.7,0.1,0.7,3.6,78.9,11.7,0.1,14.5,0.4,52.7,1.5,1,0.9,0.4,26.2,2.3,0.2,60.8,0.4,1.7,1.2,33.2,2.6,0.1,1.2,12.3,27.7,32.9,14.3,6.5,5.1,1.8,8.1,17.2,24.4,21.3,24.5,2.8,91.3,6.5,2.1,10.6,76.3,11.6,1.3,0.2,0,52.4,4.8,0.7,3.4,3.5,0.3,0.5,7.2,20.4,6.8,30.3,34.9,34.9,78.2,14.5,0.5,0.5,5.9,0.5,94.9,5.8,42.6,13.8,12.5,11.7,6.8,1.6,0.2,5.1,2,3,46.5,15,38.5,6.5,64.1,29.4,39.8,0.7,0.2,1.9,0.3,55.4,0.1,0.2,1.1,0.1,100,94.3,92,2.2,5.6,4.8,0.8,0.1,41,64.4,70,4.4,9.1,4.5,67.4,3,55.9,37.4,11.1,8.6,5,30.6,65.1,4,3,1,0.3
